,label,score
0,NEGATIVE,0.984112560749054
1,POSITIVE,0.9990684390068054
2,POSITIVE,0.9993219375610352
3,POSITIVE,0.9978421926498413
4,POSITIVE,0.9642430543899536
5,NEGATIVE,0.9969136714935303
6,NEGATIVE,0.9994718432426453
7,NEGATIVE,0.9991974234580994
8,NEGATIVE,0.996211051940918
9,NEGATIVE,0.9956749081611633
10,NEGATIVE,0.9969314336776733
11,NEGATIVE,0.9807528853416443
12,NEGATIVE,0.9994223117828369
13,POSITIVE,0.9937072396278381
14,NEGATIVE,0.9975342750549316
15,POSITIVE,0.9998354911804199
16,POSITIVE,0.9989674091339111
17,NEGATIVE,0.9958083629608154
18,POSITIVE,0.9985184073448181
19,POSITIVE,0.9977327585220337
20,POSITIVE,0.9998680353164673
21,POSITIVE,0.9989097118377686
22,NEGATIVE,0.9801462292671204
23,NEGATIVE,0.990691602230072
24,NEGATIVE,0.9964306950569153
25,POSITIVE,0.9998248219490051
26,POSITIVE,0.9998204112052917
27,POSITIVE,0.9998444318771362
28,POSITIVE,0.9997910857200623
29,POSITIVE,0.9979265928268433
30,POSITIVE,0.9998552799224854
31,NEGATIVE,0.9868729710578918
32,POSITIVE,0.9994449019432068
33,POSITIVE,0.9892222881317139
34,NEGATIVE,0.984312117099762
35,NEGATIVE,0.9862567782402039
36,NEGATIVE,0.9671342372894287
37,POSITIVE,0.9994534850120544
38,POSITIVE,0.9962133765220642
39,NEGATIVE,0.7900357842445374
40,POSITIVE,0.999871015548706
41,NEGATIVE,0.9858222603797913
42,POSITIVE,0.9998030066490173
43,POSITIVE,0.9938451647758484
44,NEGATIVE,0.7877315878868103
45,NEGATIVE,0.9967761635780334
46,NEGATIVE,0.993236243724823
47,NEGATIVE,0.9969292283058167
48,POSITIVE,0.9974169731140137
49,POSITIVE,0.9995627999305725
50,POSITIVE,0.9992412328720093
51,NEGATIVE,0.980006754398346
52,POSITIVE,0.8486425876617432
53,NEGATIVE,0.9872153997421265
54,NEGATIVE,0.9955050349235535
55,NEGATIVE,0.9293477535247803
56,POSITIVE,0.9994584918022156
57,NEGATIVE,0.9985333681106567
58,NEGATIVE,0.999625563621521
59,POSITIVE,0.9724295139312744
60,NEGATIVE,0.8497543931007385
61,POSITIVE,0.9987485408782959
62,NEGATIVE,0.9947235584259033
63,POSITIVE,0.9998359680175781
64,POSITIVE,0.9556451439857483
65,NEGATIVE,0.9639481902122498
66,NEGATIVE,0.9949443936347961
67,NEGATIVE,0.991961658000946
68,POSITIVE,0.8025396466255188
69,POSITIVE,0.9977248311042786
70,POSITIVE,0.9966408014297485
71,POSITIVE,0.942539393901825
72,NEGATIVE,0.9757595658302307
73,NEGATIVE,0.9989960789680481
74,POSITIVE,0.5777367949485779
75,NEGATIVE,0.9991594552993774
76,NEGATIVE,0.9982112646102905
77,NEGATIVE,0.9960058331489563
78,POSITIVE,0.9920697212219238
79,NEGATIVE,0.9952774047851562
80,POSITIVE,0.9914087653160095
81,POSITIVE,0.9998520612716675
82,NEGATIVE,0.9961007833480835
83,NEGATIVE,0.99815434217453
84,NEGATIVE,0.979558527469635
85,POSITIVE,0.9993113279342651
86,NEGATIVE,0.9901381731033325
87,NEGATIVE,0.9749959707260132
88,POSITIVE,0.9992434978485107
89,NEGATIVE,0.9795166254043579
90,POSITIVE,0.9997579455375671
91,POSITIVE,0.9976396560668945
92,POSITIVE,0.8668019771575928
93,NEGATIVE,0.9955775737762451
94,NEGATIVE,0.996938943862915
95,POSITIVE,0.9992115497589111
96,NEGATIVE,0.9537699818611145
97,POSITIVE,0.9990684390068054
98,NEGATIVE,0.996434211730957
99,NEGATIVE,0.9516000151634216
100,NEGATIVE,0.9979427456855774
101,NEGATIVE,0.9992703795433044
102,POSITIVE,0.8470486998558044
103,POSITIVE,0.9952778816223145
104,POSITIVE,0.9997500777244568
105,NEGATIVE,0.9908361434936523
106,NEGATIVE,0.968936026096344
107,NEGATIVE,0.998571515083313
108,NEGATIVE,0.997414231300354
109,POSITIVE,0.9998610019683838
110,POSITIVE,0.9998352527618408
111,NEGATIVE,0.9961766004562378
112,NEGATIVE,0.9916523098945618
113,NEGATIVE,0.9860960841178894
114,NEGATIVE,0.9965932965278625
115,POSITIVE,0.9916248917579651
116,NEGATIVE,0.9987163543701172
117,NEGATIVE,0.9994933605194092
118,NEGATIVE,0.9762717485427856
119,POSITIVE,0.9997933506965637
120,NEGATIVE,0.9978540539741516
121,NEGATIVE,0.9996392726898193
122,NEGATIVE,0.9978587031364441
123,NEGATIVE,0.9915177226066589
124,NEGATIVE,0.9981340765953064
125,POSITIVE,0.9998589754104614
126,NEGATIVE,0.8911388516426086
127,NEGATIVE,0.9767469763755798
128,NEGATIVE,0.9857088327407837
129,NEGATIVE,0.9941866397857666
130,NEGATIVE,0.9979286193847656
131,NEGATIVE,0.9701848030090332
132,NEGATIVE,0.9985979199409485
133,POSITIVE,0.9996949434280396
134,POSITIVE,0.9998761415481567
135,POSITIVE,0.9991838335990906
136,NEGATIVE,0.9932488203048706
137,POSITIVE,0.9826734662055969
138,NEGATIVE,0.9278573393821716
139,POSITIVE,0.9984261989593506
140,NEGATIVE,0.9995823502540588
141,POSITIVE,0.9998422861099243
142,NEGATIVE,0.9894829392433167
143,NEGATIVE,0.7869859933853149
144,NEGATIVE,0.806186318397522
145,NEGATIVE,0.9778849482536316
146,POSITIVE,0.9993010759353638
147,NEGATIVE,0.9413849711418152
148,NEGATIVE,0.9969937801361084
149,NEGATIVE,0.7903403043746948
150,NEGATIVE,0.9957557916641235
151,NEGATIVE,0.9927175045013428
152,POSITIVE,0.9996066689491272
153,POSITIVE,0.9997949004173279
154,NEGATIVE,0.9978377223014832
155,POSITIVE,0.9997715353965759
156,NEGATIVE,0.9966071844100952
157,NEGATIVE,0.9995156526565552
158,POSITIVE,0.9941198825836182
159,POSITIVE,0.8999794125556946
160,NEGATIVE,0.960780918598175
161,POSITIVE,0.9996007084846497
162,POSITIVE,0.9642627835273743
163,POSITIVE,0.9998352527618408
164,POSITIVE,0.9872589707374573
165,POSITIVE,0.9964454770088196
166,NEGATIVE,0.9278573393821716
167,NEGATIVE,0.9756929278373718
168,POSITIVE,0.9970280528068542
169,NEGATIVE,0.9969425797462463
170,POSITIVE,0.9997957348823547
171,NEGATIVE,0.9908830523490906
172,NEGATIVE,0.985032320022583
173,POSITIVE,0.9984694123268127
174,NEGATIVE,0.9654094576835632
175,POSITIVE,0.9998595714569092
176,POSITIVE,0.9783133864402771
177,POSITIVE,0.9938709735870361
178,NEGATIVE,0.8268247842788696
179,NEGATIVE,0.9954783320426941
180,NEGATIVE,0.9969937801361084
181,NEGATIVE,0.9948893785476685
182,NEGATIVE,0.9984694123268127
183,POSITIVE,0.9983602166175842
184,POSITIVE,0.9898736476898193
185,NEGATIVE,0.9990198612213135
186,POSITIVE,0.9996763467788696
187,NEGATIVE,0.9867467880249023
188,POSITIVE,0.9998605251312256
189,NEGATIVE,0.9994246959686279
190,POSITIVE,0.6178914308547974
191,POSITIVE,0.998649537563324
192,POSITIVE,0.9998352527618408
193,NEGATIVE,0.9849627017974854
194,POSITIVE,0.9831216931343079
195,POSITIVE,0.9735185503959656
196,NEGATIVE,0.9756929278373718
197,POSITIVE,0.9998489618301392
198,POSITIVE,0.9998080134391785
199,POSITIVE,0.9998660087585449
200,NEGATIVE,0.977073073387146
201,POSITIVE,0.9998595714569092
202,POSITIVE,0.9990876913070679
203,NEGATIVE,0.9933615922927856
204,NEGATIVE,0.9970665574073792
205,POSITIVE,0.9990208148956299
206,POSITIVE,0.9985200762748718
207,POSITIVE,0.9855754375457764
208,NEGATIVE,0.9671162962913513
209,POSITIVE,0.9998470544815063
210,POSITIVE,0.9998558759689331
211,NEGATIVE,0.9917820692062378
212,NEGATIVE,0.9958452582359314
213,POSITIVE,0.9993267059326172
214,NEGATIVE,0.8613762259483337
215,NEGATIVE,0.9881361722946167
216,POSITIVE,0.9960265159606934
217,NEGATIVE,0.9983491897583008
218,NEGATIVE,0.9971107244491577
219,NEGATIVE,0.9756929278373718
220,NEGATIVE,0.9987540245056152
221,NEGATIVE,0.9989432692527771
222,POSITIVE,0.9946693778038025
223,NEGATIVE,0.9640049338340759
224,NEGATIVE,0.9978973865509033
225,NEGATIVE,0.9728386998176575
226,POSITIVE,0.9184885025024414
227,NEGATIVE,0.9971073269844055
228,POSITIVE,0.9673609733581543
229,NEGATIVE,0.959626317024231
230,NEGATIVE,0.9278573393821716
231,NEGATIVE,0.9957671165466309
232,NEGATIVE,0.9957394599914551
233,NEGATIVE,0.9236045479774475
234,NEGATIVE,0.9911264777183533
235,POSITIVE,0.9998589754104614
236,NEGATIVE,0.7651379704475403
237,NEGATIVE,0.999717652797699
238,POSITIVE,0.9984128475189209
239,NEGATIVE,0.9949691891670227
240,NEGATIVE,0.9990018010139465
241,NEGATIVE,0.9965453743934631
242,NEGATIVE,0.9853180646896362
243,POSITIVE,0.999140739440918
244,POSITIVE,0.9998568296432495
245,NEGATIVE,0.9778507351875305
246,POSITIVE,0.9948311448097229
247,POSITIVE,0.9998531341552734
248,POSITIVE,0.9950478672981262
249,NEGATIVE,0.9756929278373718
250,POSITIVE,0.9940850734710693
251,NEGATIVE,0.9807454347610474
252,NEGATIVE,0.9894475936889648
253,POSITIVE,0.9998175501823425
254,POSITIVE,0.9998562335968018
255,POSITIVE,0.8774417638778687
256,NEGATIVE,0.9837998151779175
257,POSITIVE,0.9974378347396851
258,NEGATIVE,0.9627245664596558
259,NEGATIVE,0.9701658487319946
